image,pipeline,score,text,conf,x,y,w,h
numbers_gs150.jpg,otsu_psm4,64.60952237384795,¢37/.,21.0,1018,1905,166,47
numbers_gs150.jpg,otsu_psm4,64.60952237384795,56,21.0,1205,1906,109,44
numbers_gs150.jpg,otsu_psm4,64.60952237384795,yy,22.0,382,1963,160,66
numbers_gs150.jpg,otsu_psm4,64.60952237384795,sol,32.0,601,1956,110,119
numbers_gs150.jpg,otsu_psm4,64.60952237384795,IQ:,33.0,1086,1966,110,105
numbers_gs150.jpg,otsu_psm4,64.60952237384795,req,41.0,1214,1982,104,41
numbers_gs150.jpg,otsu_psm4,64.60952237384795,|,64.0,340,2029,47,80
numbers_gs150.jpg,otsu_psm4,64.60952237384795,at,39.0,689,2034,341,67
numbers_gs150.jpg,otsu_psm4,64.60952237384795,A,36.0,344,2172,687,68
numbers_gs150.jpg,otsu_psm4,64.60952237384795,CVA.,41.0,343,2193,926,129
numbers_gs150.jpg,otsu_psm4,64.60952237384795,NTI,26.0,1008,2184,178,142
numbers_gs150.jpg,otsu_psm4,64.60952237384795,Le},28.0,18,2308,1013,139
numbers_gs150.jpg,otsu_psm4,64.60952237384795,tot,34.0,18,2392,666,187
numbers_gs150.jpg,otsu_psm4,64.60952237384795,B.D.,20.0,61,2525,137,40
numbers_gs150.jpg,otsu_psm4,64.60952237384795,v4,29.0,568,2536,92,41
numbers_gs150.jpg,otsu_psm4,64.60952237384795,“A,50.0,765,2538,47,36
numbers_gs150.jpg,otsu_psm4,64.60952237384795,obey,41.0,1084,2556,136,21
numbers_gs150.jpg,otsu_psm4,64.60952237384795,2,72.0,1305,2568,13,18
numbers_gs150.jpg,otsu_psm4,64.60952237384795,ot,27.0,107,2589,87,51
numbers_gs150.jpg,otsu_psm4,64.60952237384795,“reat,44.0,606,2514,443,215
numbers_gs150.jpg,otsu_psm4,64.60952237384795,aa,33.0,1049,2598,168,54
numbers_gs150.jpg,otsu_psm4,64.60952237384795,Te,36.0,579,2602,221,123
numbers_gs150.jpg,otsu_psm4,64.60952237384795,Ss,30.0,898,2643,70,110
numbers_gs150.jpg,otsu_psm4,64.60952237384795,|,54.0,1013,2663,15,63
numbers_gs150.jpg,otsu_psm4,64.60952237384795,IO,32.0,1077,2643,74,110
numbers_gs150.jpg,otsu_psm4,64.60952237384795,sa,22.0,1187,2664,82,64
numbers_gs150.jpg,otsu_psm4,64.60952237384795,St,46.0,17,2652,193,133
numbers_gs150.jpg,otsu_psm4,64.60952237384795,—|,34.0,274,2648,80,157
numbers_gs150.jpg,otsu_psm4,64.60952237384795,Bett,32.0,418,2648,289,157
numbers_gs150.jpg,otsu_psm4,64.60952237384795,ae,32.0,758,2660,145,132
numbers_gs150.jpg,otsu_psm4,64.60952237384795,ay?,35.0,884,2730,90,65
numbers_gs150.jpg,otsu_psm4,64.60952237384795,Be,20.0,998,2732,106,64
numbers_gs150.jpg,otsu_psm4,64.60952237384795,Be.,42.0,1163,2733,143,64
plaid_bw200.jpg,otsu_psm4,111.15617950178738,x,74.0,1558,420,13,14
plaid_bw200.jpg,otsu_psm4,111.15617950178738,‘Eee,21.0,1643,420,53,21
plaid_bw200.jpg,otsu_psm4,111.15617950178738,fee:,41.0,1553,437,30,11
plaid_bw200.jpg,otsu_psm4,111.15617950178738,2),43.0,1615,430,6,18
plaid_bw200.jpg,otsu_psm4,111.15617950178738,peers.,26.0,1926,558,75,18
plaid_bw200.jpg,otsu_psm4,111.15617950178738,January,96.0,447,2067,702,154
plaid_bw200.jpg,otsu_psm4,111.15617950178738,6-29,96.0,1202,2090,367,121
plaid_bw200.jpg,otsu_psm4,111.15617950178738,Fridays,92.0,463,2281,295,74
plaid_bw200.jpg,otsu_psm4,111.15617950178738,&,92.0,778,2286,67,59
plaid_bw200.jpg,otsu_psm4,111.15617950178738,Saturdays,96.0,864,2289,396,79
plaid_bw200.jpg,otsu_psm4,111.15617950178738,at,96.0,1281,2306,79,52
plaid_bw200.jpg,otsu_psm4,111.15617950178738,8,95.0,1381,2306,46,54
plaid_bw200.jpg,otsu_psm4,111.15617950178738,pm,95.0,1446,2318,126,57
plaid_bw200.jpg,otsu_psm4,111.15617950178738,Sunday,93.0,463,2356,337,77
plaid_bw200.jpg,otsu_psm4,111.15617950178738,Matinees,91.0,823,2366,395,64
plaid_bw200.jpg,otsu_psm4,111.15617950178738,at,94.0,1241,2381,92,54
plaid_bw200.jpg,otsu_psm4,111.15617950178738,2,93.0,1354,2386,54,52
plaid_bw200.jpg,otsu_psm4,111.15617950178738,pm,95.0,1431,2396,142,54
plaid_bw200.jpg,otsu_psm4,111.15617950178738,Tickets:,33.0,223,2538,570,197
plaid_bw200.jpg,otsu_psm4,111.15617950178738,9723-8698,74.0,1061,2581,739,149
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Nasdag,91.0,90,175,371,131
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,&,91.0,491,183,86,98
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,AMEX,95.0,599,184,326,103
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Stocks,96.0,85,322,111,34
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,in,96.0,209,322,31,36
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,bold,95.0,252,324,73,35
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,rose,95.0,339,336,70,24
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,or,96.0,421,337,37,24
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,fell,93.0,470,328,48,35
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,5¥,77.0,530,330,46,34
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,or,96.0,586,339,39,26
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,more,96.0,635,341,89,26
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Track,97.0,266,394,99,36
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,your,96.0,373,404,88,34
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,investments,96.0,470,405,223,31
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,with,96.0,705,402,83,36
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,our,96.0,800,413,64,26
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,continuously,96.0,872,408,239,44
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,a,32.0,95,401,154,86
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,toes,51.0,89,445,134,68
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,updated,96.0,268,444,148,43
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,stocks.,83.0,427,446,115,36
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Visit,96.0,561,450,86,34
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,us,96.0,657,460,38,24
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,on,96.0,707,462,45,24
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,the,96.0,765,452,57,35
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,web,96.0,833,454,78,34
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,at,96.0,921,462,36,28
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,money.usatoday.com,49.0,268,498,405,41
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,S2-week,36.0,83,553,93,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,High,96.0,83,582,57,25
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Lew,80.0,190,584,51,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Stock,80.0,276,586,65,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Lost,65.0,467,589,53,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Chonge,78.0,529,590,91,26
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,High,75.0,673,593,55,26
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Low,83.0,780,595,50,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Stock,93.0,866,597,65,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Lest,93.0,1058,600,51,24
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Chonge,90.0,1120,602,90,26
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,45.71,64.0,686,651,59,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,32.59,74.0,772,654,64,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Blomet,88.0,865,654,93,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,34.71,60.0,1054,658,59,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,2.76,89.0,699,681,48,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,1.20,84.0,788,682,47,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Blomira,89.0,863,683,107,24
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,"1,45",43.0,1069,688,47,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,+0.03,91.0,1137,686,73,25
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,—A—,65.0,235,670,227,50
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,9.07,95.0,698,710,49,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,3.13,82.0,785,711,49,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,BloScrip,61.0,862,713,114,24
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,8.05,57.0,1066,717,48,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,+0.34,56.0,1136,716,73,24
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,9.19,89.0,108,739,48,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,én,57.0,194,741,50,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,ABX,89.0,270,743,62,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Alen,55.0,343,744,69,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,7.52,91.0,475,746,49,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,63.08,65.0,684,739,62,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,50.65,73.0,771,740,62,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,12.40,91.0,182,770,61,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,A,96.0,269,772,20,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,e,61.0,379,778,15,17
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,232.25,78.0,670,768,76,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,131.03,85.0,760,769,73,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,BiotechT,85.0,861,772,118,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,4.57,29.0,1133,748,75,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,31.38,69.0,93,798,62,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,1351,91.0,182,799,57,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,12.58,71.0,463,775,60,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,1.57,46.0,542,778,76,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,6.50,84.0,696,798,49,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,149,52.0,785,799,48,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,204.64,67.0,1038,774,76,24
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,"27,14",84.0,92,827,62,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,12.83,81.0,182,829,59,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,ADA-ES,38.0,269,801,129,24
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,20.96,72.0,461,805,62,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,+216,86.0,543,804,74,25
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,18.23,88.0,684,826,58,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,"10,73",89.0,772,829,61,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,BirchMt,45.0,861,800,109,24
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,on,45.0,980,807,33,19
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,=,42.0,1045,796,11,39
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,6.$2,31.0,1064,804,49,24
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,0.45,65.0,1132,806,74,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,1.0,37.0,92,856,63,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,16.70,77.0,181,858,61,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,AOC,85.0,268,831,62,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Tel,94.0,342,832,38,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,rs,94.0,392,838,25,17
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,23.21,86.0,460,835,60,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,+0.13,73.0,543,836,73,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,$2.73,95.0,682,856,63,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,13.86,89.0,771,858,61,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Bickboud,37.0,861,830,124,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,17.90,62.0,1051,834,63,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,+0.70,28.0,1132,834,75,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,16.45,91.0,93,886,61,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,ADECo,85.0,268,860,101,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,27.32,82.0,461,864,61,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,"44,35",58.0,681,886,62,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,BluCoot,88.0,860,859,104,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,41.29,81.0,1049,864,64,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,+1.30,85.0,1131,862,74,25
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,10.47,86.0,182,887,59,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,AFC,95.0,268,890,59,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Ents,91.0,340,891,70,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,13.40,82.0,461,893,61,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,0.14,27.0,540,896,74,20
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,26.45,67.0,680,915,62,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,24.15,50.0,769,887,62,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,BiveNile,27.0,859,889,114,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,2.0,33.0,1049,893,62,20
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,4nd,44.0,192,918,49,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,ASE,93.0,266,918,59,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Tst,92.0,337,919,42,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,7.76,76.0,472,922,49,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,+0.0,59.0,540,922,74,24
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,19.9),71.0,772,916,54,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,BobEvn,78.0,858,919,104,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,22.99,71.0,1048,922,62,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,19.25,89.0,94,945,60,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,12.75,73.0,181,946,59,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Inti,78.0,343,949,43,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,17.65,74.0,460,952,61,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,18.94,69.0,682,944,60,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,6.12,91.0,781,946,48,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Bedisen,34.0,857,947,104,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,n,86.0,972,954,15,16
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,15.45,95.0,1050,951,60,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,+0.45,78.0,1129,949,75,26
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,20.92,92.0,91,974,62,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,1194,84.0,180,975,59,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,ASIAL,39.0,265,978,85,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Hid,92.0,361,980,45,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,2.74,56.0,457,981,63,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,+0.46,22.0,539,981,75,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,6.21,94.0,692,974,46,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,1.56,78.0,782,975,48,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Bookham,90.0,857,977,124,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,3.94,66.0,1060,980,49,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,+0.06,59.0,1129,981,74,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,27.38,70.0,90,1003,62,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,36.37,62.0,179,1005,60,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,ASV,68.0,266,1007,56,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,24.76,81.0,457,1011,62,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,+0.14,89.0,538,1011,75,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,17.89,73.0,681,1002,60,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,49,78.0,780,1005,49,20
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Borland,63.0,856,1006,105,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,6.68,64.0,1060,1009,48,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,+0.14,82.0,1129,1010,73,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,10.47,93.0,178,1034,61,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,ATI,58.0,266,1036,47,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Tech,95.0,327,1037,61,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,+0.68,88.0,537,1040,74,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,31.99,79.0,677,1031,64,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,21.10,69.0,765,1034,64,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,BostPryv,44.0,856,1035,108,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,0.07,28.0,1128,1040,73,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,33.62,85.0,88,1062,62,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,20.53,77.0,177,1063,61,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,ATHAL,29.0,264,1066,75,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Ine,68.0,354,1067,39,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,29.95,82.0,456,1070,62,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,1862,70.0,680,1060,58,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,"10,03",78.0,767,1062,57,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,BitmtnT,44.0,855,1063,112,24
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,11.53,77.0,1047,1067,60,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,+0.20,90.0,1128,1068,73,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,37.20,87.0,88,1091,63,23
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,16.76,86.0,178,1093,60,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,ATP,92.0,264,1095,59,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,O4G,80.0,334,1097,63,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,38.40,71.0,456,1099,62,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,0.59,23.0,537,1101,73,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,14.68,81.0,678,1090,59,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,7.10,87.0,779,1092,47,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,GricExp,33.0,854,1093,114,25
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,"32,10",83.0,1046,1097,60,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,0.23,22.0,1126,1099,75,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,"4,24",83.0,100,1121,50,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,aes,46.0,103,1150,43,10
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,ear,61.0,190,1151,44,9
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,1.99,90.0,190,1123,48,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,AVI,64.0,264,1124,49,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,Dio,81.0,328,1126,41,21
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,342,78.0,468,1128,49,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,~0.02,66.0,536,1130,73,22
stock_gs200q25.jpg,adapt_psm11,403.1664392644726,wher,59.0,675,1149,62,11
